"learn_num","learn_title","learn_teacher","image_link","learn_link","price","sale_price"
1,"면접을 부르는 '개발자 이력서' 쓰기","Dev Secret","https://cdn.inflearn.com/public/courses/326615/cover/8e5d2a12-23e0-4cd3-a736-8437a81d3625","https://www.inflearn.com/course/%EB%A9%B4%EC%A0%91-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%9D%B4%EB%A0%A5%EC%84%9C",38500,55000
2,"데이터 분석을 위한 파이썬: 입문부터 꿀팁까지","데이터리안","https://cdn.inflearn.com/public/courses/326564/cover/adc58c73-be2a-471d-8c3e-50b2881bebe6/326564-eng.png","https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EA%B8%B0%EC%B4%88",26950,38500
3,"비전공자를 위한 넓고 얇은 IT 지식 & 나의 개발 유형 알아보기! <M.B.I.T>","제주코딩베이스캠프","https://cdn.inflearn.com/public/courses/326514/cover/22caf762-a466-47fd-8d21-1f70ee2d91aa","https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C-%EC%9C%A0%ED%98%95-%ED%85%8C%EC%8A%A4%ED%8A%B8",13860,19800
4,"엑셀 시작하기 : EXCEL 입문 (Inflearn Original)","인프런","https://cdn.inflearn.com/public/courses/326489/cover/6bc2da6b-d7a9-46f9-932c-46cf8deba0af","https://www.inflearn.com/course/%EC%97%91%EC%85%80-%EC%9E%85%EB%AC%B8-%EC%9D%B8%ED%94%84%EB%9F%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90",38500,55000
5,"Zapier로 노코드 업무자동화, 게으르지만 일 잘하고픈 분들을 위한 최고의 방법","그로스쿨","https://cdn.inflearn.com/public/courses/326400/cover/14e14a5e-fd28-437d-bd46-52911f12623e","https://www.inflearn.com/course/%EC%9E%AC%ED%94%BC%EC%96%B4-%EC%97%85%EB%AC%B4%EC%9E%90%EB%8F%99%ED%99%94",30800,44000
6,"자바스크립트 알고리즘 문제풀이(코딩테스트 대비)","김태원","https://cdn.inflearn.com/public/courses/326377/cover/06b7fdbf-e58c-4289-b17d-bffddb67e999","https://www.inflearn.com/course/%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98-%EB%AC%B8%EC%A0%9C%ED%92%80%EC%9D%B4",46200,66000
7,"모든 개발자를 위한 HTTP 웹 기본 지식","김영한","https://cdn.inflearn.com/public/course-326277-cover/7cd7c9ec-706d-4d72-a52b-134853963d61","https://www.inflearn.com/course/http-%EC%9B%B9-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC",30800,44000
8,"비전공자를 위한 진짜 입문 올인원 개발 클래스","그랩","https://cdn.inflearn.com/public/courses/326174/cover/b0536120-7de3-4aa8-8266-97cf3881e87d","https://www.inflearn.com/course/%EC%98%AC%EC%9D%B8%EC%9B%90-%EA%B0%9C%EB%B0%9C%ED%81%B4%EB%9E%98%EC%8A%A4",100100,143000
9,"[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part1: C++ 프로그래밍 입문","Rookiss","https://cdn.inflearn.com/public/courses/326162/cover/fe5368b1-e25b-4f7c-a670-b775f9e429c6","https://www.inflearn.com/course/%EC%96%B8%EB%A6%AC%EC%96%BC-3d-mmorpg-1",77000,110000
10,"실전 인공지능으로 이어지는 딥러닝 개념 잡기","딥러닝호형","https://cdn.inflearn.com/public/course-326101-cover/2e05ecb7-4f05-4194-a1f5-036c1f9a2445","https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EA%B0%9C%EB%85%90",50050,71500
11,"8명의 비전공자는 어떻게 개발자로 취업했을까","앨런(Allen)","https://cdn.inflearn.com/public/courses/326004/cover/54347b92-0d8c-4d53-81d4-736097149f97","https://www.inflearn.com/course/%EB%B9%84%EC%A0%84%EA%B3%B5%EC%9E%90-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B7%A8%EC%97%85",23100,33000
12,"퍼블리셔 취업 진짜 실전 가이드","코딩웍스(Coding Works)","https://cdn.inflearn.com/public/course-325982-cover/8b120ba4-43ce-4e16-b26e-53d3231867d2","https://www.inflearn.com/course/%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%85%94-%EC%B7%A8%EC%97%85-%EA%B0%80%EC%9D%B4%EB%93%9C",24640,35200
13,"Python 부트캠프","제주코딩베이스캠프","https://cdn.inflearn.com/public/course-325339-cover/9f2bb0a8-26c3-4520-aaf6-5a3ff4466b7d","https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%B6%80%ED%8A%B8%EC%BA%A0%ED%94%84",38500,55000
14,"[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버","Rookiss","https://cdn.inflearn.com/public/courses/324941/course_cover/a8153884-2434-4e0d-a6af-edeb9f2d267d/rookiss-rpg-4-1.jpg","https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-mmorpg-%EA%B0%9C%EB%B0%9C-part4",61600,88000
15,"스프링과 JPA 기반 웹 애플리케이션 개발","백기선","https://cdn.inflearn.com/public/courses/324844/course_cover/db70e7cf-b214-4985-830f-5fd824ae7e74/bgs-spring-jpa.jpg","https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-JPA-%EC%9B%B9%EC%95%B1",231000,330000
16,"iOS Concurrency(동시성) 프로그래밍, 동기 비동기 처리 그리고 GCD/Operation - 디스패치큐와 오퍼레이션큐의 이해","앨런(Allen)","https://cdn.inflearn.com/public/courses/324711/course_cover/92e05087-bd8f-46aa-8bbe-37c4bfe35cf9/con.png","https://www.inflearn.com/course/iOS-Concurrency-GCD-Operation",55000,0
17,"[백문이불여일타] 데이터 분석을 위한 기초 SQL","데이터리안","https://cdn.inflearn.com/public/courses/324566/course_cover/64f71f86-bb24-43ed-8c76-c97a03a26330/lian-sql1.png","https://www.inflearn.com/course/%EB%B0%B1%EB%AC%B8%EC%9D%B4%EB%B6%88%EC%97%AC%EC%9D%BC%ED%83%80-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%EA%B8%B0%EC%B4%88-sql",11550,16500
18,"파이썬 알고리즘 문제풀이 (코딩테스트 대비)","김태원","https://cdn.inflearn.com/public/courses/324412/course_cover/e856a66a-5166-477f-b485-9026fbaf09fc/ktw_algorithm.png","https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98-%EB%AC%B8%EC%A0%9C%ED%92%80%EC%9D%B4-%EC%BD%94%EB%94%A9%ED%85%8C%EC%8A%A4%ED%8A%B8",53900,77000
19,"파이썬 머신러닝 완벽 가이드","권 철민","https://cdn.inflearn.com/public/courses/324238/course_cover/01193765-1b5d-4964-b8b5-dc9444ecc23e/%E1%84%91%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8A%E1%85%A5%E1%86%AB%E1%84%86%E1%85%A5%E1%84%89%E1%85%B5%E1%86%AB%E1%84%85%E1%85%A5%E1%84%82%E1%85%B5%E1%86%BC.png","https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%99%84%EB%B2%BD%EA%B0%80%EC%9D%B4%EB%93%9C",69300,99000
20,"문제로 배우는 C언어","김태원","https://cdn.inflearn.com/wp-content/uploads/ktw_new2.jpg","https://www.inflearn.com/course/c%EC%96%B8%EC%96%B4-%EB%AC%B8%EB%B2%95",23100,33000
21,"스프링 기반 REST API 개발","백기선","https://cdn.inflearn.com/wp-content/uploads/API-1.jpg","https://www.inflearn.com/course/spring_rest-api",69300,99000
22,"코딩 초보자를 위한 파이썬 입문 강의","에피노","https://cdn.inflearn.com/public/courses/328108/cover/bb925b01-a8ce-4d77-ac61-551e5ecf3e7c/328108-eng.png","https://www.inflearn.com/course/%EC%B4%88%EB%B3%B4%EC%9E%90-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9E%85%EB%AC%B8",26950,38500
23,"이것이 진짜 크롤링이다 - 실전편","스타트코딩","https://cdn.inflearn.com/public/courses/328045/cover/0f02bc75-8253-455d-a285-6b8ca995dbb9/%EC%A0%9C%EB%AA%A9%EC%9D%84-%EC%9E%85%EB%A0%A5%ED%95%B4%EC%A3%BC%EC%84%B8%EC%9A%94_-001%20(9).png","https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%ED%81%AC%EB%A1%A4%EB%A7%81-%EC%8B%A4%EC%A0%84",53900,77000
24,"모든 개발자의 실무를 위한 올인원 기본기 클래스","그랩","https://cdn.inflearn.com/public/courses/327997/cover/6d8192c6-8a28-40c3-b8df-ef5bff5cb9ac/327997-eng.png","https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%8B%A4%EB%AC%B4-%EA%B8%B0%EB%B3%B8%EA%B8%B0",115500,165000
25,"처음 배우는 리액트 네이티브","김범준","https://cdn.inflearn.com/public/courses/326493/cover/66540835-1c93-4922-b947-6afe375566b4/326493-eng.png","https://www.inflearn.com/course/%EC%B2%98%EC%9D%8C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%84%A4%EC%9D%B4%ED%8B%B0%EB%B8%8C",53900,77000
26,"ISTQB, 소프트웨어테스팅 자격증 준비 끝내기","청강문화산업대학교","https://cdn.inflearn.com/public/courses/326479/cover/96f245c0-ff79-499e-bb03-179c3dc17420/326479-eng.png","https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4%ED%85%8C%EC%8A%A4%ED%8C%85-istqb",42350,60500
27,"반응형 웹사이트 포트폴리오(App Official Landing Website)","코딩웍스(Coding Works)","https://cdn.inflearn.com/public/courses/326429/cover/5eaaba86-fd92-4d26-a3cc-776c614910d6","https://www.inflearn.com/course/%EB%B0%98%EC%9D%91%ED%98%95%EC%9B%B9-%ED%8F%AC%ED%8A%B8%ED%8F%B4%EB%A6%AC%EC%98%A4-%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%8B%B1",43120,61600
28,"UX/UI 시작하기 : UX 개념 (Inflearn Original)","인프런","https://cdn.inflearn.com/public/courses/326391/cover/750e846b-96d3-4aa5-ab18-a94d099692df","https://www.inflearn.com/course/ux-%EA%B0%9C%EB%85%90-%EC%9D%B8%ED%94%84%EB%9F%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90",38500,55000
29,"Google 공인! 텐서플로(TensorFlow) 개발자 자격증 취득","런어데이","https://cdn.inflearn.com/public/courses/326301/cover/b155a782-523c-4ce9-97bb-4f589ecbf0b8","https://www.inflearn.com/course/%ED%85%90%EC%84%9C%ED%94%8C%EB%A1%9C%EC%9A%B0-%EC%9E%90%EA%B2%A9%EC%A6%9D",132000,148500
30,"Svelte.js SPA 영화 검색 프로젝트","HEROPY","https://cdn.inflearn.com/public/course-326278-cover/e6243ef9-cc62-4a94-a359-7317e235dfab","https://www.inflearn.com/course/%EC%8A%A4%EB%B2%A8%ED%8A%B8-%EC%8B%A4%EC%8A%B5-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8",7700,11000
31,"타입스크립트 입문 - 기초부터 실전까지","장기효(캡틴판교)","https://cdn.inflearn.com/public/courses/326082/cover/c6519e92-f334-46ac-8a31-6290db19b32a","https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%9E%85%EB%AC%B8",38500,55000
32,"IT 회사에서 살아남기 위한 모든 개발 지식 A to Z","그랩","https://cdn.inflearn.com/public/course-325903-cover/335d6f7d-bb22-4ea8-b1dc-131d79b721cd","https://www.inflearn.com/course/it-%EA%B0%9C%EB%B0%9C%EC%A7%80%EC%8B%9D",38500,55000
33,"[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part9: MMO 컨텐츠 구현 (DB연동 + 대형 구조 + 라이브 준비)","Rookiss","https://cdn.inflearn.com/public/course-325882-cover/95490bba-d48f-41ed-bbf7-6767384750c8","https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-mmorpg-%EA%B0%9C%EB%B0%9C-part9",61600,88000
34,"초보를 위한 도커 안내서","subicura","https://cdn.inflearn.com/public/course-325850-cover/7c824ded-b644-4421-8ddd-2197367ab0ea","https://www.inflearn.com/course/%EB%8F%84%EC%BB%A4-%EC%9E%85%EB%AC%B8",20790,29700
35,"뉴욕 프로덕트 디자이너가 알려주는, 입문자를 위한 UX디자인 개론","에릭","https://cdn.inflearn.com/public/course-325638-cover/5bf811f2-72e6-46b1-980e-4ddcd73d3459","https://www.inflearn.com/course/ux%EB%94%94%EC%9E%90%EC%9D%B8-%EC%9E%85%EB%AC%B8",52360,74800
36,"해커를 위한 iOS 앱 모의 해킹 전문 과정","보안프로젝트","https://cdn.inflearn.com/public/courses/325392/course_cover/a4af3e8d-c9ad-4ebd-9104-5f52f8758542/boanproject-ios-eng.png","https://www.inflearn.com/course/ios-%EB%AA%A8%EB%B0%94%EC%9D%BC%EC%95%B1-%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9-%EC%9E%85%EB%AC%B8",138600,198000
37,"애니메이션과 이모티콘 만드는 진짜 애니메이트 클래스","그리네모","https://cdn.inflearn.com/public/course-325346-cover/b433bf9a-bffa-41cb-b325-e38aaffd228d","https://www.inflearn.com/course/%EC%95%A0%EB%8B%88%EB%A9%94%EC%9D%B4%ED%8A%B8-%EC%95%A0%EB%8B%88%EB%A9%94%EC%9D%B4%EC%85%98-%EC%9D%B4%EB%AA%A8%ED%8B%B0%EC%BD%98",34650,49500
38,"프로그래밍 시작하기 : 웹 입문 (Inflearn Original)","인프런","https://cdn.inflearn.com/public/courses/325307/course_cover/587aaeec-bee9-4c1e-9c90-9ae48b20f109/inflearn-original-web-ef.png","https://www.inflearn.com/course/%EC%9B%B9%EA%B0%9C%EB%B0%9C-%EC%9E%85%EB%AC%B8-%EC%9D%B8%ED%94%84%EB%9F%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90",38500,55000
39,"퍼블리싱 핵심이론 PDF 교재 및 예제파일(HTML+CSS+FLEX+JQUERY)","코딩웍스(Coding Works)","https://cdn.inflearn.com/public/courses/324995/course_cover/efab1490-0082-446a-b173-52108106bfc1/%EC%9D%B8%ED%94%84%EB%9F%B0-%EA%B5%90%EC%9E%AC%ED%8C%90%EB%A7%A4-%EB%8C%80%EB%AC%B8.jpg","https://www.inflearn.com/course/%EC%BD%94%EB%94%A9%EC%9B%8D%EC%8A%A4-%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%8B%B1-%EA%B5%90%EC%9E%AC",12320,17600
40,"프론트엔드 개발자를 위한 웹팩","장기효(캡틴판교)","https://cdn.inflearn.com/public/courses/324959/course_cover/10b37838-44cc-4833-ac1c-18c22bad5a25/1.png","https://www.inflearn.com/course/%ED%94%84%EB%9F%B0%ED%8A%B8%EC%97%94%EB%93%9C-%EC%9B%B9%ED%8C%A9",23100,33000
41,"코딩테스트 실전 모의고사(with C++) : 대기업 대비","김태원","https://cdn.inflearn.com/public/courses/324884/cover/8cc04943-1000-4366-9c67-c413290a86cd","https://www.inflearn.com/course/%EC%BD%94%EB%94%A9%ED%85%8C%EC%8A%A4%ED%8A%B8-%EC%8B%A4%EC%A0%84%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%ED%8C%8C%ED%8A%B81",53900,77000
42,"페이스북 클론 - full stack 웹 개발","제주코딩베이스캠프","https://cdn.inflearn.com/public/course-324818-cover/bb4320c6-c054-4396-b6c8-38f6ee1e4144","https://www.inflearn.com/course/%ED%8E%98%EC%9D%B4%EC%8A%A4%EB%B6%81-%ED%92%80%EC%8A%A4%ED%83%9D-%ED%81%B4%EB%A1%A0-%EC%9B%B9%EA%B0%9C%EB%B0%9C",115500,165000
43,"Vue.js 끝장내기 - 실무에 필요한 모든 것","장기효(캡틴판교)","https://cdn.inflearn.com/public/courses/324683/course_cover/d744a88a-ad26-4d8b-9653-24920714b24b/lv4.png","https://www.inflearn.com/course/vue-js-%EB%81%9D%EB%82%B4%EA%B8%B0-%EC%BA%A1%ED%8B%B4%ED%8C%90%EA%B5%90",77000,110000
44,"프론트엔드 개발환경의 이해와 실습 (webpack, babel, eslint..)","김정환","https://cdn.inflearn.com/public/courses/324671/course_cover/638eee1a-6381-402d-a17b-3724751414f1/frontend-env-eng.png","https://www.inflearn.com/course/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%ED%99%98%EA%B2%BD",48510,69300
45,"홍정모의 따라하며 배우는 C언어","PP TREE","https://cdn.inflearn.com/public/courses/324482/course_cover/aa45c1df-eb0f-4268-b141-3f9f7a45a5dd/hjm_following-c.png","https://www.inflearn.com/course/following-c",77000,0
46,"실전! 스프링 부트와 JPA 활용2 - API 개발과 성능 최적화","김영한","https://cdn.inflearn.com/public/courses/324214/course_cover/8ce5e6b5-6b31-4659-a0cd-eec20efc13f4/kyh_JPA_Spring2.png","https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81%EB%B6%80%ED%8A%B8-JPA-API%EA%B0%9C%EB%B0%9C-%EC%84%B1%EB%8A%A5%EC%B5%9C%EC%A0%81%ED%99%94",61600,88000
47,"Vue.js 시작하기 - Age of Vue.js","장기효(캡틴판교)","https://cdn.inflearn.com/public/courses/324088/course_cover/ac203578-d458-44f4-b273-81cb719a89b0/lv1.png","https://www.inflearn.com/course/Age-of-Vuejs",23100,33000
48,"it 취업을 위한 알고리즘 문제풀이 (with C/C++) : 코딩테스트 대비","김태원","https://cdn.inflearn.com/wp-content/uploads/ktw_algorithm3.jpg","https://www.inflearn.com/course/%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98",53900,77000
49,"공공데이터로 파이썬 데이터 분석 시작하기","박조은","https://cdn.inflearn.com/public/courses/286688/course_cover/b08e32cb-597e-4af8-9f13-fd4b0562e4fb/pje-public-data-analysis-eng-2.png","https://www.inflearn.com/course/%EA%B3%B5%EA%B3%B5%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%A1%9C-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%EC%8B%9C%EC%9E%91%ED%95%98%EA%B8%B0",46200,66000
50,"스프링 웹 MVC","백기선","https://cdn.inflearn.com/wp-content/uploads/web_mvc7.jpg","https://www.inflearn.com/course/%EC%9B%B9-mvc",77000,110000
51,"3DS MAX 입문강좌 (입문부터 자동차 예제까지)","목마하임(MokmaHeim)","https://cdn.inflearn.com/wp-content/uploads/KakaoTalk_20170113_110014310.jpg","https://www.inflearn.com/course/3ds-max-%EC%89%BD%EA%B2%8C-%EB%B0%B0%EC%9A%B0%EB%8A%94-3ds-%EB%A7%A5%EC%8A%A4-%EC%9E%85%EB%AC%B8",15400,22000
52,"[온라인 클래스 제작] 온라인클래스 7개 제작한 노하우 공개!","흥버튼","https://cdn.inflearn.com/public/courses/328105/cover/b4f5ff8d-e8f5-48ba-adcf-76e1fac5d6e4/328105-eng.png","https://www.inflearn.com/course/%EC%98%A8%EB%9D%BC%EC%9D%B8-%ED%81%B4%EB%9E%98%EC%8A%A4-%EC%A0%9C%EC%9E%91-%EB%85%B8%ED%95%98%EC%9A%B0",60830,86900
53,"[면접스피치] 면접에서 당당하게 말하고 1등으로 합격하자!","흥버튼","https://cdn.inflearn.com/public/courses/328102/cover/327500b6-3b5b-4b1e-9146-e97a776f9d85/328102-eng.png","https://www.inflearn.com/course/%EB%8B%B9%EB%8B%B9%ED%95%98%EA%B2%8C-%ED%95%A9%EA%B2%A9%ED%95%98%EB%8A%94-%EB%A9%B4%EC%A0%91-%EC%8A%A4%ED%94%BC%EC%B9%98",66990,95700
54,"[발표스피치] 대기업 임원들도 배우는 청중을 사로잡는 발표 방법!","흥버튼","https://cdn.inflearn.com/public/courses/328084/cover/421668e7-2bc4-4578-9749-553b253d53f6/328084-eng.png","https://www.inflearn.com/course/%EC%B2%AD%EC%A4%91%EC%9D%84-%EC%82%AC%EB%A1%9C%EC%9E%A1%EB%8A%94-%EB%B0%9C%ED%91%9C-%EC%8A%A4%ED%94%BC%EC%B9%98",66990,95700
55,"[입문편] 안드로이드를 위한 코틀린(Kotlin) 문법","개복치개발자","https://cdn.inflearn.com/public/courses/328032/cover/b566fea7-2dce-49cf-bd5a-911e33af1f31/328032-eng.png","https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%BD%94%ED%8B%80%EB%A6%B0-%EC%9E%85%EB%AC%B8%ED%8E%B8",15400,22000
56,"오늘부터 개발자 - 개발자를 준비하기 전 꼭 알아야 할 것","김병욱","https://cdn.inflearn.com/public/courses/328003/cover/4be203c6-13dc-4688-a1d5-d552b623230b/328003-eng.png","https://www.inflearn.com/course/%EC%98%A4%EB%8A%98%EB%B6%80%ED%84%B0-%EB%82%98%EB%8F%84-%EA%B0%9C%EB%B0%9C%EC%9E%90",23100,33000
57,"중상급 퍼블리싱을 위한 CSS3의 모든 것","코딩웍스(Coding Works)","https://cdn.inflearn.com/public/courses/327941/cover/1ccdb6a3-571d-437f-b459-5d323ba932ca/cover-all-that-css3.png","https://www.inflearn.com/course/%EC%A4%91%EC%83%81%EA%B8%89-%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%8B%B1-css3-%EC%BD%94%EB%94%A9%EC%9B%8D%EC%8A%A4",34650,49500
58,"핵심만 쉽게, 모두의 SQL 데이터 분석","데이터셰프","https://cdn.inflearn.com/public/courses/327848/cover/dbde1c2d-b7bd-4f36-82c4-2718c32b0f24/327848-eng-2.png","https://www.inflearn.com/course/sql-%EB%AA%A8%EB%91%90%EC%9D%98-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D",69300,99000
59,"코딩으로 학습하는 GoF의 디자인 패턴","백기선","https://cdn.inflearn.com/public/courses/327819/cover/24e9812b-a7ad-4f36-8065-f3d24aa765b9/327819-eng.png","https://www.inflearn.com/course/%EB%94%94%EC%9E%90%EC%9D%B8-%ED%8C%A8%ED%84%B4",61600,88000
60,"따라하며 배우는 리액트 테스트","John Ahn","https://cdn.inflearn.com/public/courses/327775/cover/0ef9c174-9974-4530-9470-d1ce8648aa75/327775-eng.png","https://www.inflearn.com/course/%EB%94%B0%EB%9D%BC%ED%95%98%EB%8A%94-%EB%A6%AC%EC%95%A1%ED%8A%B8-%ED%85%8C%EC%8A%A4%ED%8A%B8",15400,22000
61,"스프링 배치 - Spring Boot 기반으로 개발하는 Spring Batch","정수원","https://cdn.inflearn.com/public/courses/327744/cover/de286689-c862-424e-b99d-8407918be912/327744-eng.png","https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-%EB%B0%B0%EC%B9%98",79200,99000
62,"빅분기 실기 1Day Class(R)","김승욱","https://cdn.inflearn.com/public/courses/327718/cover/49a80bb5-84cf-4b1f-bb4d-13201c6b949c/327718-eng.png","https://www.inflearn.com/course/%EB%B9%85%EB%B6%84%EA%B8%B0-%EC%8B%A4%EA%B8%B0-%EC%9B%90%EB%8D%B0%EC%9D%B4%ED%81%B4%EB%9E%98%EC%8A%A4",38500,55000
63,"SCSS(SASS) FLEX GRID 핵심이론(PDF) 교재 및 활용예제","코딩웍스(Coding Works)","https://cdn.inflearn.com/public/courses/327684/cover/ecf8cdea-fea6-4a9c-962b-d0f145a68e46/cover-sass-flex-grid.png","https://www.inflearn.com/course/%EC%82%AC%EC%8A%A4-%ED%94%8C%EB%A0%89%EC%8A%A4-%EA%B7%B8%EB%A6%AC%EB%93%9C-%ED%95%B5%EC%8B%AC%EC%9D%B4%EB%A1%A0",15400,22000
64,"누구나 할 수 있다! 따라하며 배워보는 Unity3D 게임 클론 BEST 3","제주코딩베이스캠프","https://cdn.inflearn.com/public/courses/327652/cover/5be157da-2c5c-439b-982d-64343cba32b8/%EC%8D%B8%EB%84%A4%EC%9D%BC_%EC%9C%A0%EB%8B%88%ED%8B%B0_fin.png","https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-%EA%B2%8C%EC%9E%84%ED%81%B4%EB%A1%A0-%EB%B2%A0%EC%8A%A4%ED%8A%B83",30800,44000
65,"한 장의 CheatSheet로 살펴보는 C#","제주코딩베이스캠프","https://cdn.inflearn.com/public/courses/327651/cover/5ec40aaf-2c8a-442a-a420-15802df949b4/%EC%8D%B8%EB%84%A4%EC%9D%BC_C_2.png","https://www.inflearn.com/course/%EC%B9%98%ED%8A%B8%EC%8B%9C%ED%8A%B8-%EC%94%A8%EC%83%B5",30800,44000
66,"[하루10분|Web-App] 생애최초 웹프레임워크 Ruby on Rails","판다코딩","https://cdn.inflearn.com/public/courses/327534/cover/33cd6f1f-38f5-431d-826e-6f46141c5dc3/327534-eng.jpg","https://www.inflearn.com/course/%ED%95%98%EB%A3%A8-10%EB%B6%84-%EB%A3%A8%EB%B9%84%EC%98%A8%EB%A0%88%EC%9D%BC%EC%A6%88",-1,0
67,"비트코인 알고리즘 트레이딩 봇 개발","멀티코어","https://cdn.inflearn.com/public/courses/327517/cover/0368a5c7-5456-4271-a43a-33b74a0d60e0/327517-eng.png","https://www.inflearn.com/course/%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8-%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%94%A9-%EB%B4%87",61600,88000
68,"앨런 Swift문법 마스터 스쿨 (온라인 BootCamp -  2개월과정)","앨런(Allen)","https://cdn.inflearn.com/public/courses/327472/cover/84059e1b-882e-4b51-8a71-801f129fb105/swift.png","https://www.inflearn.com/course/%EC%8A%A4%EC%9C%84%ED%94%84%ED%8A%B8-%EB%AC%B8%EB%B2%95-%EB%A7%88%EC%8A%A4%ED%84%B0-%EC%8A%A4%EC%BF%A8",990000,1100000
69,"예제로 배우는 딥러닝 자연어 처리 입문 NLP with TensorFlow - RNN부터 BERT까지","AISchool","https://cdn.inflearn.com/public/courses/327456/cover/503d025f-b05c-4e21-b0fb-645d3397b588/nlp_intro_thumbnail_2x.jpg","https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9E%90%EC%97%B0%EC%96%B4-%EC%B2%98%EB%A6%AC-%EC%9E%85%EB%AC%B8",61600,88000
70,"C# 입문부터 안드로이드, 윈도우 앱(UWP) 동시에 만들기 with Xamarin Forms(자마린 폼즈)","깊알못nodeep","https://cdn.inflearn.com/public/courses/327408/cover/d9f6221b-212d-48bb-93bd-10a74fcf320b/327408-eng.png","https://www.inflearn.com/course/c-sharp-%EC%9E%90%EB%A7%88%EB%A6%B0-%ED%8F%BC%EC%A6%88",23100,33000
71,"비트윈 마케터가 7년 동안 실제로 해본 브랜드 마케팅 A to Z","김동신","https://cdn.inflearn.com/public/courses/327405/cover/3060056b-800f-474e-88d0-5e7f9144d8f1/327405-eng.png","https://www.inflearn.com/course/%EB%B9%84%ED%8A%B8%EC%9C%88-%EB%B8%8C%EB%9E%9C%EB%93%9C-%EB%A7%88%EC%BC%80%ED%8C%85",15400,22000
